X,Y,Z
2.94665246671,0.346719485521,0.487658209802
3.22239606417,0.435516134104,0.484808094202
3.44542552797,0.502633559043,0.481052003817
3.60459510087,0.532348843972,0.476072810276
3.68170424383,0.515520201411,0.469781688047
3.66112346215,0.445852534754,0.462120921697
3.53215053248,0.321862111587,0.45307329734
3.29285072992,0.14799407776,0.442674712341
2.95864646953,-0.0634635254761,0.431064165254
2.55713845135,-0.294248302198,0.418917420961
2.11440919875,-0.475370711411,0.40912421519
1.68081926861,-0.618740439704,0.400556673547
1.27024575708,-0.734192465475,0.393380782351
0.839889362424,-0.841208555194,0.38733390899
0.815844815161,-0.850100007311,0.385356287038
0.804485648967,-0.855002743125,0.384522187848
0.785920715253,-0.860952969691,0.383786305336
0.763517752371,-0.867448480338,0.382970969758
0.742351548271,-0.873402469683,0.3821254192
0.729316385296,-0.877292394226,0.381455823939
0.729382815135,-0.878029827993,0.381189064256
0.736643250805,-0.877018212876,0.381260363867
0.737695725033,-0.877498241985,0.381368341654
0.721625586523,-0.882444667881,0.381133753981
0.68193524746,-0.893924202579,0.380093263672
0.616515483466,-0.912436213521,0.377779057712
0.528796798794,-0.936210215432,0.374130621467
0.429209680141,-0.961178357103,0.370160641942
0.375469592124,-0.976632805231,0.368274248332
0.402408588272,-0.974376407055,0.368926275662
0.43363867381,-0.97012770962,0.370110992075
0.470602520261,-0.963793720223,0.371715168441
0.51043691877,-0.956075201824,0.373707751959
0.545293702774,-0.948655567327,0.375759828274
0.571086735466,-0.942755114225,0.377292041223
0.58767895954,-0.938733028581,0.378163258741
0.599600385739,-0.936525512681,0.378267507977
0.636460016592,-0.928239337229,0.377885204957
0.71414845882,-0.911556700798,0.378178450939
0.767785670213,-0.899670518389,0.378436718353
0.811704966454,-0.889509607569,0.378891948744
0.848527410782,-0.880927479375,0.37947966911
0.878387267157,-0.874344892869,0.380113309848
0.900599369497,-0.870226866948,0.380722546965
0.914299855016,-0.868792134999,0.381283098229
0.918494335517,-0.870044124127,0.381755237794
0.911907017399,-0.873915100885,0.382082233212
0.892939888441,-0.880409935104,0.38216530156
0.859947235689,-0.889741856042,0.381820618636
0.81190176515,-0.902539800644,0.380777322632
0.749371272749,-0.919770682536,0.378733048873
0.675922912126,-0.941527748755,0.375593533434
0.599993207602,-0.964985870373,0.371717551054
0.536648708924,-0.983569879648,0.369045765202
0.506206455565,-0.991403877975,0.368364442413
0.504059213617,-0.990213463374,0.369065029381
0.523172421997,-0.982907202334,0.370462666692
0.557102957047,-0.971592548015,0.372087756015
0.599919245191,-0.957776880887,0.373719648406
0.648301727265,-0.942535607437,0.375228517582
0.699472026526,-0.927146703048,0.376318167676
0.734917295932,-0.915979803728,0.377107545068
0.752376012009,-0.910616343917,0.377635342097
0.749472044069,-0.913418303473,0.377593119964
0.725404431399,-0.926420258964,0.376514152959
0.681130413377,-0.949973749054,0.373820711896
0.621621141917,-0.981175785768,0.369783210944
0.557099983052,-1.01492996527,0.365430533015
0.500711658883,-1.0470965601,0.361245570527
0.486824668467,-1.07165418321,0.358956322114
0.518520028514,-1.07931300216,0.35877333508
0.544242008283,-1.08186358548,0.359215169628
0.564508353617,-1.08233666657,0.359804374119
0.579995435142,-1.0821357839,0.360319438359
0.592206253309,-1.0816462534,0.360711871182
0.605595139593,-1.08107282439,0.361094293862
0.643153714072,-1.07453184251,0.361515006009
0.687278536558,-1.0673533737,0.362042507895
0.736971643059,-1.05926791282,0.362360295913
0.77418144395,-1.05390116549,0.362495088242
0.807564132629,-1.04952798911,0.362623753369
0.832950849621,-1.04689744487,0.362699928958
0.854868498291,-1.04518646931,0.362730314447
0.877893521743,-1.04359560405,0.362715566787
0.904341252874,-1.04196151623,0.362626055698
0.93496071398,-1.04065810538,0.362408189815
0.969457316955,-1.04033206213,0.36201599033
1.00666943505,-1.04148506302,0.361473349499
1.04447975333,-1.04386700287,0.361036954753
1.07904801254,-1.05173775008,0.362323855634
2.69795601426,-0.675839844767,0.38501159842
2.43840172035,-0.745069560953,0.383028080444
2.23603856249,-0.798014652927,0.380599559385
1.90263931872,-0.87724514026,0.377196717253
1.44357770707,-0.978411215289,0.372525331869
0.871294721452,-1.09628688661,0.3658307732
0.678497942255,-1.13968215786,0.354283642839
0.442609637927,-1.18357746556,0.342220248675
2.76709955036,0.22441702665,0.476696726952
2.98414762606,0.279470958101,0.473041482723
3.11095837138,0.29476340981,0.468390613038
3.15805610777,0.266018690837,0.462386728685
3.11435671302,0.187934395085,0.454927002306
2.97138563016,0.0579103088482,0.445901383856
2.72613881212,-0.122282859301,0.435193649123
2.37945652274,-0.314298174044,0.424870382724
1.95581085062,-0.489731512699,0.415347042452
1.48457528408,-0.646786198335,0.406254444398
0.966613475491,-0.792363207742,0.398329557962
0.955409792014,-0.796228641903,0.398146763567
0.995157555622,-0.78504079287,0.400743995514
1.44297978282,-0.684609178506,0.398405735092
1.45830885909,-0.68317823081,0.398433065447
1.45121097916,-0.68754899744,0.397900595837
1.42622624962,-0.69682059931,0.396964861605
1.39095533858,-0.708323208117,0.39591324436
1.35766236332,-0.718014749846,0.39521512614
1.3441596494,-0.720780379081,0.395406218466
1.36839173996,-0.713061713291,0.396350860198
1.40689780362,-0.702930635216,0.396966507255
1.4201745393,-0.701869491778,0.396451158788
1.39247362603,-0.714537654293,0.3945550443
1.31889091766,-0.741937701305,0.391140881523
1.20016109691,-0.78176110522,0.386324407783
1.04538935901,-0.82670093178,0.38082753982
0.649568037774,-0.912276186293,0.382376330357
0.975333621424,-0.854371632691,0.378843027755
1.03815814065,-0.842130328725,0.380789943176
1.11403445902,-0.823221652622,0.383729987566
1.20800608625,-0.796299696391,0.387711276068
1.31261486094,-0.761614613239,0.393104260591
1.39841946083,-0.728065830913,0.398486774519
1.45686174956,-0.70146741972,0.402762270747
1.48933453154,-0.686113784617,0.404840171943
1.84008955348,-0.617146050418,0.398296392091
1.50882835394,-0.680939510787,0.404758486611
1.51601257159,-0.6879782732,0.401675974073
1.55405536469,-0.681328164453,0.400464574067
1.59084196955,-0.673150317482,0.399955057412
1.6236686242,-0.665607743905,0.399746701063
1.64967382258,-0.660541901762,0.3996228908
1.6664158989,-0.659099587515,0.399480832723
1.67243270352,-0.661632112647,0.399250737292
1.66634946461,-0.668139089185,0.398864858563
1.64607704603,-0.678711254119,0.398201780866
1.60857734967,-0.693724156687,0.397051348175
1.5504134509,-0.713935138507,0.395215141059
1.4691821492,-0.740714033698,0.392415236592
1.36537195665,-0.775338207157,0.388517602942
1.24507613237,-0.816646757357,0.383905056772
1.12358757224,-0.856035175538,0.380107409908
1.09043571511,-0.870543454041,0.380171589676
1.19123178095,-0.84439628512,0.383498789832
1.2742599831,-0.815771029442,0.387340245907
1.33529527994,-0.789592445214,0.39103389714
1.37274295157,-0.76932682074,0.393992894177
1.39390024421,-0.753906833143,0.396091986791
1.41578860158,-0.739667892589,0.397838883535
1.46066158337,-0.723587088034,0.397684858775
